Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyRate,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,TotalWorkingYears,WorkLifeBalance,NumCompaniesWorked_log,YearsInCurrentRole_log,YearsWithCurrManager_log,YearsAtCompany_log,MonthlyIncome_log,StockOptionLevel_log,TrainingTimesLastYear_sqrt,PerformanceRating_sqrt,YearsSinceLastPromotion_sqrt,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative
21.0,0,0,895.0,9.0,2.0,1.0,484.0,1.0,1,39.0,3.0,1.0,4.0,2,2851.0,0,0,24.0,3.0,80.0,3.0,2.0,0.6931471805599453,1.0986122886681096,1.0986122886681096,1.3862943611198906,7.8674885686991285,0.0,1.7320508075688772,2.0,1.4142135623730951,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33.0,1,2,350.0,5.0,3.0,1.0,485.0,4.0,0,34.0,3.0,1.0,3.0,2,9150.0,0,1,13.0,2.0,80.0,1.0,3.0,0.6931471805599453,0.0,0.0,0.6931471805599453,7.955775781534187,0.0,1.4142135623730951,1.7320508075688772,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
37.0,0,2,921.0,10.0,3.0,1.0,486.0,3.0,0,98.0,3.0,1.0,1.0,1,17663.0,0,0,20.0,2.0,80.0,17.0,3.0,1.9459101490553132,1.6094379124341003,1.3862943611198906,1.791759469228055,8.146998697389993,0.6931471805599453,1.7320508075688772,2.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
46.0,0,0,1144.0,7.0,4.0,1.0,487.0,3.0,0,30.0,3.0,2.0,3.0,1,16044.0,0,0,14.0,3.0,80.0,7.0,4.0,1.0986122886681096,0.0,0.0,0.6931471805599453,8.567696173589344,0.0,1.4142135623730951,1.7320508075688772,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
41.0,1,1,143.0,4.0,3.0,1.0,488.0,1.0,1,56.0,3.0,2.0,2.0,2,9558.0,0,0,18.0,3.0,80.0,8.0,3.0,0.6931471805599453,2.0794415416798357,2.0794415416798357,2.1972245773362196,9.143773127704069,0.0,2.23606797749979,1.7320508075688772,2.6457513110645907,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50.0,0,2,1046.0,10.0,3.0,1.0,491.0,4.0,1,100.0,2.0,3.0,4.0,2,2755.0,0,0,15.0,4.0,80.0,20.0,3.0,1.9459101490553132,1.3862943611198906,1.3862943611198906,1.6094379124341003,9.258844781035798,0.0,1.4142135623730951,1.7320508075688772,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
40.0,1,2,575.0,22.0,2.0,1.0,492.0,3.0,1,68.0,2.0,2.0,3.0,1,6110.0,0,1,12.0,1.0,80.0,8.0,3.0,1.0986122886681096,1.6094379124341003,0.0,1.9459101490553132,8.761080103868347,1.0986122886681096,2.449489742783178,1.7320508075688772,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
31.0,0,2,408.0,9.0,4.0,1.0,493.0,3.0,1,42.0,2.0,1.0,2.0,2,7551.0,0,1,16.0,4.0,80.0,3.0,3.0,0.0,1.0986122886681096,1.0986122886681096,1.0986122886681096,7.88532923927319,0.0,2.23606797749979,1.7320508075688772,1.4142135623730951,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
21.0,1,2,156.0,12.0,3.0,1.0,494.0,3.0,0,90.0,4.0,1.0,2.0,2,25422.0,0,0,15.0,4.0,80.0,1.0,3.0,0.6931471805599453,0.0,0.0,0.6931471805599453,7.907283609426348,0.0,0.0,1.7320508075688772,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29.0,0,2,1283.0,23.0,3.0,1.0,495.0,4.0,1,54.0,3.0,1.0,4.0,2,18168.0,0,0,16.0,4.0,80.0,6.0,3.0,2.302585092994046,1.0986122886681096,1.0986122886681096,1.3862943611198906,7.697121317282625,0.0,2.0,1.7320508075688772,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35.0,0,2,755.0,9.0,4.0,1.0,496.0,3.0,1,97.0,2.0,2.0,2.0,2,19394.0,0,0,19.0,3.0,80.0,10.0,3.0,2.302585092994046,0.6931471805599453,0.0,0.6931471805599453,8.785845337961213,0.0,2.23606797749979,1.7320508075688772,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
27.0,0,2,1469.0,1.0,2.0,1.0,497.0,4.0,1,82.0,3.0,1.0,2.0,0,17881.0,0,0,11.0,2.0,80.0,5.0,3.0,0.6931471805599453,1.0986122886681096,1.6094379124341003,1.791759469228055,8.247220052745229,0.6931471805599453,1.4142135623730951,1.7320508075688772,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
28.0,0,2,304.0,9.0,4.0,1.0,498.0,2.0,1,92.0,3.0,2.0,4.0,2,20750.0,0,0,16.0,4.0,80.0,7.0,3.0,0.6931471805599453,1.791759469228055,2.0794415416798357,2.0794415416798357,8.566744970245486,0.0,1.0,1.7320508075688772,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49.0,0,2,1261.0,7.0,3.0,1.0,499.0,2.0,1,31.0,2.0,3.0,3.0,2,12066.0,0,0,24.0,3.0,80.0,26.0,3.0,2.1972245773362196,1.0986122886681096,0.0,1.791759469228055,9.302554855963994,0.0,1.4142135623730951,2.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
51.0,0,2,1178.0,14.0,2.0,1.0,500.0,3.0,0,87.0,3.0,2.0,4.0,1,14862.0,0,0,11.0,3.0,80.0,18.0,2.0,1.6094379124341003,2.0794415416798357,2.0794415416798357,2.0794415416798357,8.504513138258863,0.6931471805599453,1.4142135623730951,1.7320508075688772,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36.0,0,2,329.0,2.0,3.0,1.0,501.0,4.0,0,96.0,3.0,1.0,3.0,1,11868.0,0,0,13.0,2.0,80.0,6.0,3.0,1.6094379124341003,1.0986122886681096,1.0986122886681096,1.0986122886681096,7.841492924460013,0.6931471805599453,1.7320508075688772,1.7320508075688772,1.4142135623730951,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34.0,1,0,1362.0,19.0,3.0,1.0,502.0,1.0,1,67.0,4.0,2.0,4.0,2,4652.0,0,1,13.0,2.0,80.0,9.0,2.0,2.1972245773362196,1.0986122886681096,1.6094379124341003,1.791759469228055,8.576405051048084,0.0,1.7320508075688772,1.7320508075688772,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
55.0,0,2,1311.0,2.0,3.0,1.0,505.0,3.0,0,97.0,3.0,4.0,4.0,2,23258.0,0,1,13.0,3.0,80.0,30.0,3.0,1.0986122886681096,1.6094379124341003,1.0986122886681096,1.791759469228055,9.720765915720834,0.0,1.4142135623730951,1.7320508075688772,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24.0,0,2,1371.0,10.0,4.0,1.0,507.0,4.0,0,77.0,3.0,2.0,3.0,0,5915.0,0,1,12.0,4.0,80.0,5.0,4.0,0.6931471805599453,1.0986122886681096,1.3862943611198906,1.791759469228055,8.357259153499912,0.6931471805599453,1.4142135623730951,1.7320508075688772,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30.0,0,2,202.0,2.0,1.0,1.0,508.0,3.0,1,72.0,3.0,1.0,2.0,1,17434.0,0,0,18.0,1.0,80.0,1.0,3.0,0.6931471805599453,0.0,0.0,0.6931471805599453,7.814803429489359,0.6931471805599453,1.7320508075688772,1.7320508075688772,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26.0,1,1,575.0,3.0,1.0,1.0,510.0,3.0,1,73.0,3.0,1.0,1.0,2,6582.0,0,0,22.0,3.0,80.0,7.0,3.0,0.0,1.6094379124341003,1.6094379124341003,1.9459101490553132,8.04012466444838,0.0,1.4142135623730951,2.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22.0,0,2,253.0,11.0,3.0,1.0,511.0,1.0,0,43.0,3.0,1.0,2.0,1,24440.0,0,0,13.0,4.0,80.0,2.0,3.0,0.6931471805599453,0.6931471805599453,1.0986122886681096,1.0986122886681096,7.716460800176355,0.6931471805599453,1.0,1.7320508075688772,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36.0,0,2,164.0,2.0,2.0,1.0,513.0,2.0,1,61.0,2.0,3.0,3.0,1,3809.0,0,0,13.0,2.0,80.0,10.0,3.0,0.6931471805599453,2.302585092994046,0.0,2.3978952727983707,8.935508711503221,1.0986122886681096,1.4142135623730951,1.7320508075688772,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30.0,1,1,464.0,4.0,3.0,1.0,514.0,3.0,1,40.0,3.0,1.0,4.0,2,3427.0,0,1,23.0,3.0,80.0,3.0,3.0,2.302585092994046,0.0,0.0,0.6931471805599453,7.734558844354756,0.0,2.0,2.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37.0,0,2,1107.0,14.0,3.0,1.0,515.0,4.0,0,95.0,3.0,1.0,1.0,0,26914.0,0,0,12.0,3.0,80.0,18.0,2.0,0.6931471805599453,2.0794415416798357,2.8903717578961645,2.9444389791664403,8.017966703493599,0.6931471805599453,1.4142135623730951,1.7320508075688772,3.4641016151377544,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40.0,0,2,759.0,2.0,2.0,1.0,516.0,4.0,0,46.0,3.0,2.0,2.0,0,22553.0,0,0,12.0,3.0,80.0,8.0,3.0,2.0794415416798357,1.6094379124341003,1.3862943611198906,1.791759469228055,8.651024539049757,1.0986122886681096,2.23606797749979,1.7320508075688772,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
42.0,0,2,201.0,1.0,4.0,1.0,517.0,2.0,0,95.0,3.0,1.0,1.0,0,20490.0,0,0,16.0,2.0,80.0,8.0,3.0,1.3862943611198906,1.0986122886681096,1.0986122886681096,1.791759469228055,7.854381210652365,0.6931471805599453,2.23606797749979,1.7320508075688772,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
37.0,0,2,1305.0,10.0,4.0,1.0,518.0,3.0,1,49.0,3.0,2.0,2.0,2,21123.0,0,1,12.0,4.0,80.0,18.0,2.0,1.0986122886681096,0.0,0.6931471805599453,0.6931471805599453,8.342363500380579,0.0,1.4142135623730951,1.7320508075688772,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
43.0,0,2,982.0,12.0,3.0,1.0,520.0,1.0,1,59.0,2.0,4.0,2.0,0,4345.0,0,0,11.0,3.0,80.0,25.0,3.0,0.6931471805599453,2.3978952727983707,2.302585092994046,3.258096538021482,9.570598887246268,0.6931471805599453,1.7320508075688772,1.7320508075688772,1.7320508075688772,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
40.0,0,2,555.0,2.0,3.0,1.0,521.0,2.0,0,78.0,2.0,2.0,3.0,1,13436.0,0,0,22.0,2.0,80.0,20.0,3.0,1.9459101490553132,0.0,0.0,0.6931471805599453,8.145839612936841,0.6931471805599453,1.7320508075688772,2.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
54.0,0,2,821.0,5.0,2.0,1.0,522.0,1.0,1,86.0,3.0,5.0,1.0,1,8509.0,0,0,11.0,3.0,80.0,24.0,2.0,1.6094379124341003,1.0986122886681096,1.0986122886681096,1.6094379124341003,9.873389104712095,0.6931471805599453,2.0,1.7320508075688772,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
34.0,0,0,1381.0,4.0,4.0,1.0,523.0,3.0,0,72.0,3.0,2.0,3.0,1,12740.0,0,0,15.0,1.0,80.0,6.0,3.0,2.302585092994046,1.0986122886681096,1.0986122886681096,1.3862943611198906,8.785539527561276,0.6931471805599453,1.7320508075688772,1.7320508075688772,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
31.0,0,2,480.0,7.0,2.0,1.0,524.0,2.0,0,31.0,3.0,2.0,1.0,1,4156.0,0,0,12.0,2.0,80.0,13.0,1.0,0.6931471805599453,2.3978952727983707,2.5649493574615367,2.639057329615259,8.36799688505411,0.6931471805599453,2.23606797749979,1.7320508075688772,1.7320508075688772,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
43.0,0,1,313.0,21.0,3.0,1.0,525.0,4.0,1,61.0,3.0,1.0,4.0,1,15238.0,0,0,20.0,1.0,80.0,8.0,3.0,2.0794415416798357,1.0986122886681096,1.0986122886681096,1.3862943611198906,7.7226775164680035,0.6931471805599453,1.0,2.0,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
43.0,0,2,1473.0,8.0,4.0,1.0,526.0,3.0,0,74.0,3.0,2.0,3.0,0,2227.0,0,1,14.0,4.0,80.0,8.0,3.0,1.6094379124341003,1.0986122886681096,1.0986122886681096,1.791759469228055,8.416930769477844,0.0,1.7320508075688772,1.7320508075688772,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
25.0,0,2,891.0,4.0,2.0,1.0,527.0,2.0,0,99.0,2.0,2.0,4.0,2,12090.0,0,1,11.0,2.0,80.0,5.0,3.0,0.6931471805599453,1.6094379124341003,1.3862943611198906,1.791759469228055,8.409162447202533,0.0,1.7320508075688772,1.7320508075688772,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37.0,0,0,1063.0,25.0,5.0,1.0,529.0,2.0,0,72.0,3.0,2.0,3.0,1,23866.0,0,1,15.0,1.0,80.0,15.0,3.0,1.3862943611198906,2.4849066497880004,2.0794415416798357,2.639057329615259,8.400659375160286,1.0986122886681096,1.4142135623730951,1.7320508075688772,3.1622776601683795,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31.0,0,2,329.0,1.0,2.0,1.0,530.0,4.0,1,98.0,2.0,1.0,1.0,1,16193.0,0,0,12.0,3.0,80.0,4.0,3.0,0.6931471805599453,1.0986122886681096,1.0986122886681096,1.6094379124341003,7.704811922932594,0.6931471805599453,1.7320508075688772,1.7320508075688772,1.7320508075688772,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
39.0,0,1,1218.0,1.0,1.0,1.0,531.0,2.0,1,52.0,3.0,5.0,3.0,0,8213.0,0,1,14.0,3.0,80.0,21.0,3.0,0.6931471805599453,2.1972245773362196,1.9459101490553132,3.091042453358316,9.862561385923483,0.6931471805599453,1.7320508075688772,1.7320508075688772,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
56.0,0,1,906.0,6.0,3.0,1.0,532.0,3.0,0,86.0,4.0,4.0,1.0,1,18256.0,0,0,11.0,4.0,80.0,34.460000000000036,2.0,2.302585092994046,2.0794415416798357,2.0794415416798357,2.0794415416798357,9.488956472414216,1.3862943611198906,0.0,1.7320508075688772,2.6457513110645907,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30.0,0,2,1082.0,12.0,3.0,1.0,533.0,2.0,0,83.0,3.0,2.0,3.0,2,19558.0,0,0,11.0,2.0,80.0,6.0,3.0,0.0,1.6094379124341003,1.6094379124341003,1.791759469228055,8.791486026749002,0.0,2.449489742783178,1.7320508075688772,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41.0,0,2,645.0,1.0,3.0,1.0,534.0,2.0,1,49.0,4.0,3.0,1.0,1,19566.0,0,0,16.0,3.0,80.0,10.0,3.0,0.6931471805599453,2.0794415416798357,2.0794415416798357,2.3978952727983707,9.035153304082828,0.6931471805599453,1.4142135623730951,1.7320508075688772,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
28.0,0,2,1300.0,17.0,2.0,1.0,536.0,3.0,1,79.0,3.0,2.0,1.0,0,13535.0,0,0,12.0,4.0,80.0,10.0,3.0,0.6931471805599453,0.0,2.1972245773362196,2.3978952727983707,8.424858580213442,0.6931471805599453,1.4142135623730951,1.7320508075688772,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25.0,1,2,688.0,3.0,3.0,1.0,538.0,1.0,1,91.0,3.0,1.0,1.0,1,9396.0,0,0,13.0,3.0,80.0,6.0,3.0,1.791759469228055,1.0986122886681096,1.0986122886681096,1.0986122886681096,8.302017809751204,0.6931471805599453,2.23606797749979,1.7320508075688772,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
52.0,0,2,319.0,3.0,3.0,1.0,543.0,4.0,1,39.0,2.0,3.0,3.0,1,19609.0,0,1,14.0,3.0,80.0,28.0,3.0,1.0986122886681096,1.6094379124341003,1.6094379124341003,1.791759469228055,8.98343977178426,0.0,2.0,1.7320508075688772,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
45.0,0,2,192.0,10.0,2.0,1.0,544.0,1.0,1,69.0,3.0,1.0,4.0,1,9655.0,0,0,21.0,4.0,80.0,8.0,2.0,1.3862943611198906,1.0986122886681096,1.0986122886681096,1.0986122886681096,7.884199933676039,1.0986122886681096,1.7320508075688772,2.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
52.0,0,2,1490.0,4.0,2.0,1.0,546.0,4.0,0,30.0,3.0,4.0,4.0,1,10310.0,0,0,13.0,4.0,80.0,31.0,1.0,1.0986122886681096,1.0986122886681096,1.6094379124341003,1.791759469228055,9.714503852868623,0.0,1.4142135623730951,1.7320508075688772,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
42.0,0,1,532.0,29.0,2.0,1.0,547.0,1.0,0,92.0,3.0,2.0,3.0,0,12932.0,0,0,11.0,2.0,80.0,19.0,3.0,1.0986122886681096,1.6094379124341003,1.0986122886681096,1.791759469228055,8.424419791263883,0.6931471805599453,1.7320508075688772,1.7320508075688772,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30.0,0,2,317.0,2.0,3.0,1.0,548.0,3.0,0,43.0,1.0,2.0,4.0,2,24793.0,0,0,20.0,3.0,80.0,11.0,3.0,1.0986122886681096,1.6094379124341003,1.0986122886681096,1.791759469228055,8.714731714015052,0.0,1.4142135623730951,2.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
60.0,0,2,422.0,7.0,3.0,1.0,549.0,1.0,0,41.0,3.0,5.0,1.0,1,3854.0,0,0,11.0,4.0,80.0,33.0,1.0,1.791759469228055,2.1972245773362196,2.3978952727983707,3.4011973816621555,9.881599752778099,0.0,2.23606797749979,1.7320508075688772,3.3166247903554,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
46.0,0,2,1485.0,18.0,3.0,1.0,550.0,3.0,0,87.0,3.0,2.0,3.0,0,26314.0,0,0,14.0,3.0,80.0,19.0,2.0,1.0986122886681096,2.0794415416798357,2.1972245773362196,2.3978952727983707,8.478660241699453,0.6931471805599453,2.23606797749979,1.7320508075688772,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
42.0,0,1,1368.0,28.0,4.0,1.0,551.0,4.0,0,88.0,2.0,2.0,4.0,1,4386.0,0,0,11.0,4.0,80.0,7.0,4.0,0.0,1.791759469228055,1.6094379124341003,1.9459101490553132,8.41715183723601,1.3862943611198906,2.0,1.7320508075688772,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
24.0,1,2,1448.0,1.0,1.0,1.0,554.0,1.0,0,62.0,3.0,1.0,2.0,2,21972.0,0,1,16.0,2.0,80.0,6.0,3.0,0.6931471805599453,1.3862943611198906,1.6094379124341003,1.791759469228055,8.071843149609158,0.0,2.0,1.7320508075688772,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34.0,1,1,296.0,6.0,2.0,1.0,555.0,4.0,0,33.0,1.0,1.0,3.0,0,12253.0,0,0,16.0,4.0,80.0,3.0,2.0,0.0,1.0986122886681096,0.0,1.0986122886681096,7.763021309018518,0.6931471805599453,1.7320508075688772,1.7320508075688772,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
38.0,0,1,1490.0,2.0,2.0,1.0,556.0,4.0,1,42.0,3.0,1.0,4.0,1,12106.0,0,1,23.0,3.0,80.0,1.0,3.0,0.6931471805599453,0.0,0.0,0.6931471805599453,7.440146680662688,0.6931471805599453,1.7320508075688772,2.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40.0,0,2,1398.0,2.0,4.0,1.0,558.0,3.0,0,79.0,3.0,5.0,3.0,1,13022.0,0,0,14.0,4.0,80.0,21.0,3.0,0.0,2.772588722239781,2.5649493574615367,3.044522437723423,9.800457652216584,0.0,1.4142135623730951,1.7320508075688772,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
26.0,0,2,1349.0,23.0,3.0,1.0,560.0,1.0,0,90.0,3.0,1.0,4.0,0,3032.0,0,0,22.0,2.0,80.0,3.0,1.0,0.6931471805599453,1.0986122886681096,1.0986122886681096,1.3862943611198906,7.967973179662935,1.0986122886681096,1.7320508075688772,2.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30.0,0,0,1400.0,3.0,3.0,1.0,562.0,3.0,1,53.0,3.0,1.0,4.0,1,16734.0,0,0,15.0,3.0,80.0,9.0,1.0,1.6094379124341003,1.3862943611198906,1.6094379124341003,1.791759469228055,7.6487397889562425,0.6931471805599453,1.7320508075688772,1.7320508075688772,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
29.0,0,2,986.0,3.0,4.0,1.0,564.0,2.0,1,93.0,2.0,3.0,3.0,1,21526.0,0,0,18.0,3.0,80.0,10.0,3.0,0.6931471805599453,1.0986122886681096,2.0794415416798357,2.3978952727983707,9.387314322443542,0.0,1.4142135623730951,1.7320508075688772,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29.0,1,2,408.0,25.0,5.0,1.0,565.0,3.0,0,71.0,2.0,1.0,2.0,1,18300.0,0,0,16.0,2.0,80.0,6.0,4.0,1.791759469228055,1.0986122886681096,0.6931471805599453,1.0986122886681096,7.842671474979457,0.0,1.4142135623730951,1.7320508075688772,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
19.0,1,2,489.0,2.0,2.0,1.0,566.0,1.0,1,52.0,2.0,1.0,4.0,2,18437.0,0,0,12.0,3.0,80.0,1.0,4.0,0.6931471805599453,0.0,0.0,0.6931471805599453,7.84971375760487,0.0,1.7320508075688772,1.7320508075688772,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30.0,0,0,1398.0,22.0,4.0,1.0,567.0,3.0,0,69.0,3.0,3.0,1.0,1,2890.0,0,0,11.0,3.0,80.0,10.0,3.0,0.0,2.1972245773362196,2.1972245773362196,2.302585092994046,9.037533407550814,0.0,1.7320508075688772,1.7320508075688772,2.6457513110645907,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
57.0,0,2,210.0,29.0,3.0,1.0,568.0,1.0,1,56.0,2.0,4.0,4.0,0,22102.0,0,0,12.0,3.0,80.0,32.0,2.0,1.3862943611198906,0.0,0.0,0.6931471805599453,9.555276687009526,0.6931471805599453,1.7320508075688772,1.7320508075688772,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
50.0,0,2,1099.0,29.0,4.0,1.0,569.0,2.0,1,88.0,2.0,4.0,3.0,1,9314.0,0,0,15.0,2.0,80.0,28.0,3.0,0.0,2.3978952727983707,2.0794415416798357,3.332204510175204,9.743729514150925,0.6931471805599453,1.4142135623730951,1.7320508075688772,3.605551275463989,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30.0,0,0,1116.0,2.0,3.0,1.0,571.0,3.0,0,49.0,3.0,1.0,4.0,2,7181.0,0,0,14.0,3.0,80.0,12.0,2.0,0.0,2.0794415416798357,2.0794415416798357,2.4849066497880004,7.84971375760487,0.0,1.4142135623730951,1.7320508075688772,2.449489742783178,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
60.0,0,1,1499.0,28.0,3.0,1.0,573.0,3.0,0,80.0,2.0,3.0,1.0,1,2845.0,0,0,19.0,4.0,80.0,22.0,4.0,1.6094379124341003,2.639057329615259,2.4849066497880004,2.9444389791664403,9.236690147298965,0.0,2.23606797749979,1.7320508075688772,3.605551275463989,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47.0,0,2,983.0,2.0,2.0,1.0,574.0,1.0,0,65.0,3.0,2.0,4.0,0,7389.0,0,0,13.0,3.0,80.0,20.0,3.0,1.791759469228055,0.0,1.6094379124341003,1.791759469228055,8.531293315795018,1.3862943611198906,1.4142135623730951,1.7320508075688772,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
46.0,0,2,1009.0,2.0,3.0,1.0,575.0,1.0,1,51.0,3.0,4.0,3.0,1,2288.0,0,0,13.0,3.0,80.0,26.0,1.0,1.9459101490553132,1.0986122886681096,0.6931471805599453,1.3862943611198906,9.790430830243832,0.0,1.4142135623730951,1.7320508075688772,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35.0,0,2,144.0,22.0,3.0,1.0,577.0,4.0,1,46.0,1.0,1.0,3.0,2,19225.0,0,0,15.0,3.0,80.0,6.0,3.0,0.0,1.6094379124341003,1.3862943611198906,1.791759469228055,8.350193650720067,0.0,1.4142135623730951,1.7320508075688772,2.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54.0,0,2,548.0,8.0,4.0,1.0,578.0,3.0,0,42.0,3.0,2.0,3.0,2,23428.0,0,0,11.0,3.0,80.0,19.0,3.0,2.0794415416798357,0.0,0.0,0.6931471805599453,8.237743803890933,0.0,1.7320508075688772,1.7320508075688772,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
34.0,0,2,1303.0,2.0,4.0,1.0,579.0,4.0,1,62.0,2.0,1.0,3.0,0,8416.0,0,0,12.0,3.0,80.0,14.0,3.0,1.3862943611198906,1.3862943611198906,2.0794415416798357,2.0794415416798357,7.926241523170962,0.6931471805599453,1.7320508075688772,1.7320508075688772,2.23606797749979,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
46.0,0,2,1125.0,10.0,3.0,1.0,580.0,3.0,0,94.0,2.0,3.0,4.0,1,11563.0,0,1,19.0,3.0,80.0,15.0,3.0,1.0986122886681096,1.0986122886681096,1.0986122886681096,1.3862943611198906,9.112948025967533,0.6931471805599453,1.7320508075688772,1.7320508075688772,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
